Talk ID,Date,Time,Origin,Contact ID,Contact Name,Lead ID,Responsible User Name,Chat ID,Status,Duration (sec),First Message Time,First Response Duration (sec)
25695,2025-07-21,05:48:26,WhatsApp (CRM),15263944,Contact_7d3de569,L_d747c897,User 4,Chat_155735e9,in_work,,,
25694,2025-07-21,05:48:14,WhatsApp (CRM),15263936,Contact_0367af09,L_8c64daa2,User 4,Chat_fde6d1bf,in_work,,,
25693,2025-07-21,05:48:10,WhatsApp (CRM),15263934,Contact_3bb0eebb,L_2d5b6875,User 4,Chat_5265efe9,in_work,,,
25692,2025-07-21,05:47:11,Instagram Business,15263890,Contact_5e789c3d,L_0da3d5a4,,Chat_993f55b8,in_work,,,
25691,2025-07-21,05:46:15,WhatsApp (CRM),15263864,Contact_9139f250,L_aeab8b30,User 4,Chat_84c86369,in_work,,,
25690,2025-07-21,05:45:03,WhatsApp (CRM),15263816,Contact_b28edbe8,L_9ff4d883,User 4,Chat_b8d9d114,in_work,,,
25689,2025-07-21,05:39:45,WhatsApp (CRM),15263514,Contact_1d5e6974,L_bf0a3870,User 4,Chat_b1eae7f7,in_work,,,
25688,2025-07-21,05:39:33,WhatsApp (CRM),13183562,Contact_2259f0c0,L_3052b37a,User 1,Chat_a24b3d1d,in_work,,,
25687,2025-07-21,05:39:21,Instagram Business,15263498,Contact_cda65c59,L_1742f174,User 4,Chat_c4b57ca5,in_work,,,
25686,2025-07-21,05:37:47,WhatsApp (CRM),15263432,Contact_5a2c492e,L_c5919104,User 4,Chat_26710eb9,in_work,,,
25685,2025-07-21,05:37:13,WhatsApp (CRM),15263404,Contact_53a3653f,L_4cb5a56e,User 4,Chat_7abf8690,in_work,,,
25684,2025-07-21,05:36:05,WhatsApp (CRM),15263350,Contact_1e4ab668,L_5e750568,User 4,Chat_753d2e51,in_work,,,
25683,2025-07-21,05:35:43,WhatsApp (CRM),15263336,Contact_4e28e5ea,L_9764f4d2,User 4,Chat_31fd5188,in_work,,,
25682,2025-07-21,05:35:28,WhatsApp (CRM),15263316,Contact_6863f27a,L_4aafc990,,Chat_abe96606,in_work,,,
25681,2025-07-21,05:33:13,WhatsApp (CRM),15263220,Contact_2ad9eba6,L_e70c3d34,,Chat_b9d740a0,in_work,,,
25680,2025-07-21,05:32:51,WhatsApp (CRM),15263208,Contact_a3744595,L_242ef210,,Chat_03406e71,in_work,,,
25679,2025-07-21,05:28:36,Instagram Business,15262998,Contact_66979869,L_a9c79b7b,,Chat_74343be0,in_work,,,
25678,2025-07-21,05:28:26,WhatsApp (CRM),15262990,Contact_23fbb7fe,L_f55d6d3e,User 4,Chat_c95b939c,in_work,,,
25677,2025-07-21,05:28:22,WhatsApp (CRM),15262982,Contact_c17f1cca,L_10a15a18,User 4,Chat_dd48e83d,in_work,,,
25676,2025-07-21,05:27:39,WhatsApp (CRM),15262934,Contact_7c6adf43,L_c1d9e84f,,Chat_5da0ba61,in_work,,,
25675,2025-07-21,05:26:02,WhatsApp (CRM),15262874,Contact_d9e3b554,L_38b97a5c,User 4,Chat_212ef7e1,in_work,,,
25674,2025-07-21,05:25:47,WhatsApp (CRM),15262864,Contact_4194bc94,L_2de89b1e,User 4,Chat_900a1d6c,in_work,,,
25673,2025-07-21,05:23:09,WhatsApp (CRM),15262748,Contact_9f7044ec,L_fefc4fde,User 4,Chat_72ac32d7,in_work,,,
25672,2025-07-21,05:20:25,Instagram Business,15262626,Contact_7eae5f21,L_e64a349c,,Chat_0dce1461,in_work,,,
25671,2025-07-21,05:20:03,WhatsApp (CRM),15262608,Contact_f00dd8b0,L_ea5a67e4,,Chat_587204d4,in_work,,,
25670,2025-07-21,05:17:44,Instagram Business,15262466,Contact_7822fb2c,L_8e544ec7,,Chat_d581e083,in_work,,,
25669,2025-07-21,05:17:24,WhatsApp (CRM),15262444,Contact_01d7edfa,L_0074ddc3,,Chat_24ff1738,in_work,,,
25668,2025-07-21,05:17:05,WhatsApp (CRM),15262426,Contact_998d801a,L_aae78adf,,Chat_df13ae22,in_work,,,
25667,2025-07-21,05:15:33,WhatsApp (CRM),15262354,Contact_9ae208f0,L_1dd7558e,,Chat_343965e3,in_work,,,
25666,2025-07-21,05:08:35,WhatsApp (CRM),15260432,Contact_98b5a335,L_9481f38c,User 4,Chat_c41a6b09,in_work,,,
25665,2025-07-21,05:08:34,WhatsApp (CRM),15260428,Contact_965b32cb,L_6a4fd081,,Chat_9812549f,in_work,,,
25664,2025-07-21,05:07:12,WhatsApp (CRM),15260346,Contact_e12823a8,L_1b550a0f,,Chat_a64c65d2,in_work,,,
25663,2025-07-21,05:04:03,WhatsApp (CRM),15260164,Contact_597fe604,L_21f078c8,,Chat_c15bb73f,in_work,,,
25662,2025-07-21,05:03:16,WhatsApp (CRM),15260130,Contact_ff97754a,L_019de306,,Chat_919af7ce,in_work,,,
25661,2025-07-21,04:58:50,Instagram Business,15259906,Contact_3a7ed775,L_14c7f979,,Chat_158df9a2,in_work,,,
25660,2025-07-21,04:58:34,Instagram Business,15259884,Contact_61b41c77,L_a4ed48fa,,Chat_16b27517,in_work,,,
25659,2025-07-21,04:58:21,WhatsApp (CRM),15259872,Contact_86387c08,L_06a4bf97,,Chat_a9ab2762,in_work,,,
25658,2025-07-21,04:57:08,WhatsApp (CRM),15259810,Contact_6720edf1,L_1e357b84,,Chat_3b486047,in_work,,,
25657,2025-07-21,04:56:27,WhatsApp (CRM),15259780,Contact_f591b125,L_a4b4108e,,Chat_b61704cb,in_work,,,
25656,2025-07-21,04:56:03,WhatsApp (CRM),15259758,Contact_27815675,L_8d201d07,,Chat_8b44e515,in_work,,,
25655,2025-07-21,04:55:42,WhatsApp (CRM),15259730,Contact_13bfab8a,L_59773702,,Chat_0395c644,in_work,,,
25654,2025-07-21,04:55:33,WhatsApp (CRM),15259718,Contact_3a52ce78,L_5e56578e,,Chat_7c5e15cc,in_work,,,
25653,2025-07-21,04:50:10,WhatsApp (CRM),15259482,Contact_17340ae1,L_c8712ede,,Chat_ce7bcb1a,in_work,,,
25652,2025-07-21,04:49:13,WhatsApp (CRM),15259412,Contact_da397703,L_41f7b3e9,,Chat_9a2c09b8,in_work,,,
25651,2025-07-21,04:47:34,WhatsApp (CRM),15259336,Contact_0f210161,L_da7e27fb,,Chat_d7f47770,in_work,,,
25650,2025-07-21,04:47:03,WhatsApp (CRM),15259304,Contact_f408604e,L_24ed00ff,,Chat_b03981f7,in_work,,,
25649,2025-07-21,04:46:22,Instagram Business,15259252,Contact_726b186d,L_b6adcad4,,Chat_f9f50fe2,in_work,,,
25648,2025-07-21,04:45:17,WhatsApp (CRM),15259204,Contact_59a5e930,L_94d9215a,,Chat_20e05855,in_work,,,
25647,2025-07-21,04:40:01,WhatsApp (CRM),15258914,Contact_1413bbc7,L_0173aea7,,Chat_a277dda7,in_work,,,
25646,2025-07-21,04:39:07,WhatsApp (CRM),15258876,Contact_ddb367f9,L_16f1d27b,,Chat_eef1f19b,in_work,,,
25645,2025-07-21,04:35:29,WhatsApp (CRM),15258670,Contact_4563d8df,L_e27dd727,,Chat_fa2cfc25,in_work,,,
25644,2025-07-21,04:34:01,WhatsApp (CRM),15258552,Contact_d1ac6078,L_adced0f6,,Chat_5eaa08fc,in_work,,,
25643,2025-07-21,04:31:45,WhatsApp (CRM),15258416,Contact_735a99b2,L_86f3187d,,Chat_88994c51,in_work,,,
25642,2025-07-21,04:27:39,WhatsApp (CRM),15258128,Contact_d8cd7d4b,L_6d938b15,,Chat_85f89cab,in_work,,,
25641,2025-07-21,04:27:21,WhatsApp (CRM),15258110,Contact_32a0c9e8,L_97c91c92,,Chat_b54db85b,in_work,,,
25640,2025-07-21,04:26:15,WhatsApp (CRM),15258048,Contact_b1a92648,L_b276ed6e,,Chat_28edd4b1,in_work,,,
25639,2025-07-21,04:22:52,WhatsApp (CRM),15257826,Contact_9b112b16,L_007a66f8,,Chat_74b7f069,in_work,,,
25638,2025-07-21,04:17:13,WhatsApp (CRM),15257468,Contact_252bc77b,L_3466b306,,Chat_d837941a,in_work,,,
25637,2025-07-21,04:14:52,WhatsApp (CRM),15257268,Contact_1e82fc02,L_81a0a599,,Chat_2159e883,in_work,,,
25636,2025-07-21,04:12:52,WhatsApp (CRM),15257124,Contact_e2bba236,L_daa65312,,Chat_b4374108,in_work,,,
25635,2025-07-21,04:10:12,WhatsApp (CRM),15256928,Contact_f4feb654,L_86df0d6d,,Chat_27c56587,in_work,,,
25634,2025-07-21,04:09:32,Instagram Business,15256862,Contact_453f1eda,L_115c1977,,Chat_b7061247,in_work,,,
25633,2025-07-21,04:09:20,WhatsApp (CRM),15256846,Contact_53c2e61f,L_1014cf98,,Chat_42ad6a35,in_work,,,
25632,2025-07-21,04:07:03,WhatsApp (CRM),15256696,Contact_cfd08388,L_4fd6016f,,Chat_c0338f96,in_work,,,
25631,2025-07-21,04:04:59,WhatsApp (CRM),15256516,Contact_f0c4483e,L_733c4ddb,,Chat_c935b083,in_work,,,
25630,2025-07-21,03:52:07,WhatsApp (CRM),15255538,Contact_bfab14b3,L_86889f19,,Chat_189d3f12,in_work,,,
25629,2025-07-21,03:44:06,WhatsApp (CRM),15254896,Contact_f91096ef,L_a5d1cc3b,,Chat_6339f795,in_work,,,
25628,2025-07-21,03:41:03,WhatsApp (CRM),15254642,Contact_e12823a8,L_25b6b7ec,,Chat_272c7de0,in_work,,,
25627,2025-07-21,03:39:12,WhatsApp (CRM),15254518,Contact_1df00f03,L_3a7ac502,,Chat_201f63c8,in_work,,,
25626,2025-07-21,03:37:52,WhatsApp (CRM),15254420,Contact_3daca83e,L_f6294916,,Chat_5e351ccb,in_work,,,
25625,2025-07-21,03:29:33,WhatsApp (CRM),15253726,Contact_64098825,L_7ffc00a2,,Chat_df764747,in_work,,,
25624,2025-07-21,03:25:53,WhatsApp (CRM),15253462,Contact_43643f46,L_5c421238,,Chat_bc7e40a4,in_work,,,
25623,2025-07-21,03:25:35,WhatsApp (CRM),15253446,Contact_f7c2885f,L_ecf8dc65,,Chat_cd21264c,in_work,,,
25622,2025-07-21,03:14:50,WhatsApp (CRM),15252594,Contact_9fbaa26f,L_fef1330b,,Chat_6359078d,in_work,,,
25621,2025-07-21,03:14:15,WhatsApp (CRM),15252548,Contact_2df51ba2,L_b54b017d,,Chat_90c9812b,in_work,,,
25620,2025-07-21,03:13:53,WhatsApp (CRM),15252502,Contact_d2559c6e,L_05038d76,,Chat_5312721e,in_work,,,
25619,2025-07-21,02:27:42,WhatsApp (CRM),15248280,Contact_dbe6a4b5,L_1bc0d2de,,Chat_be1a56b9,in_work,,,
25618,2025-07-21,02:17:14,WhatsApp (CRM),15247322,Contact_45af2f43,L_e3357a77,,Chat_b96fc40b,in_work,,,
25617,2025-07-21,02:09:03,facebook,15246556,Contact_0730429d,L_b62fab41,,Chat_6c309186,in_work,,,
25616,2025-07-21,01:32:16,WhatsApp (CRM),15240588,Contact_be5d0332,L_69e5ce3c,,Chat_f4758855,in_work,,,
25615,2025-07-21,01:31:36,WhatsApp (CRM),15240534,Contact_de4c526e,L_7bac72f7,,Chat_152dcb6c,in_work,,,
25614,2025-07-21,01:14:52,Instagram Business,15238720,Contact_aa0b08ea,L_1e57eb23,,Chat_994454fa,in_work,,,
25613,2025-07-21,00:53:55,WhatsApp (CRM),15236444,Contact_122e4f5d,L_ac8d0df6,,Chat_590e2c0e,in_work,,,
25612,2025-07-21,00:40:39,WhatsApp (CRM),15229556,Contact_12b93dce,L_dbb5a787,,Chat_310dfa58,in_work,,,
25611,2025-07-21,00:34:31,Instagram Business,15228918,Contact_549afea0,L_e7dd7de6,,Chat_9879103f,in_work,,,
25610,2025-07-21,00:33:52,Instagram Business,15228842,Contact_77c05cda,L_9307e85e,,Chat_71861fa5,in_work,,,
25609,2025-07-21,00:32:52,WhatsApp (CRM),15228728,Contact_c6971d70,L_4f3a67ef,,Chat_f4069833,in_work,,,
25608,2025-07-21,00:26:41,WhatsApp (CRM),15227752,Contact_11c822bc,L_f6b34333,,Chat_effe1a43,in_work,,,
25607,2025-07-21,00:26:19,WhatsApp (CRM),15227700,Contact_7ad96803,L_6daa7eb6,,Chat_e6783071,in_work,,,
25606,2025-07-21,00:15:25,WhatsApp (CRM),15226226,Contact_44a02389,L_033dd8ea,,Chat_d3476375,in_work,,,
25605,2025-07-21,00:14:10,WhatsApp (CRM),15226064,Contact_e35e8d31,L_5f2b0a16,,Chat_3ab31636,in_work,,,
25604,2025-07-21,00:07:18,WhatsApp (CRM),15225298,Contact_57e20533,L_d78424bf,,Chat_0ecce865,in_work,,,
25603,2025-07-21,00:07:01,Instagram Business,15225270,Contact_34318351,L_ac2a3ba0,,Chat_746c82e5,in_work,,,
25602,2025-07-21,00:05:45,Instagram Business,15225150,Contact_ad55bf9e,L_378188f7,,Chat_962983dc,in_work,,,
25601,2025-07-21,00:05:35,WhatsApp (CRM),15225144,Contact_0a219c58,L_0917b417,,Chat_a47cb990,in_work,,,
25600,2025-07-21,00:02:39,WhatsApp (CRM),15224808,Contact_71093a35,L_ac965137,,Chat_4a3b3526,in_work,,,
25599,2025-07-21,00:01:33,WhatsApp (CRM),15224708,Contact_f8acb34b,L_9ec2f344,,Chat_417f5010,in_work,,,
25598,2025-07-20,23:58:45,WhatsApp (CRM),15223658,Contact_d0702b65,L_8fd4a162,,Chat_8fd577a6,in_work,,,
25597,2025-07-20,23:57:26,WhatsApp (CRM),15223530,Contact_c6971d70,L_8ff06b2c,,Chat_413a6cfa,in_work,,,
25596,2025-07-20,23:52:23,WhatsApp (CRM),15223006,Contact_15ba623e,L_3139c3f0,,Chat_ea4ed523,in_work,,,
25595,2025-07-20,23:50:34,WhatsApp (CRM),15222846,Contact_b0089274,L_67cd2ca0,,Chat_e150adf1,in_work,,,
25594,2025-07-20,23:46:23,WhatsApp (CRM),15222384,Contact_9303c69e,L_a2944842,,Chat_8dd9a47a,in_work,,,
25593,2025-07-20,23:45:17,WhatsApp (CRM),15222260,Contact_7f934084,L_9c656a6d,,Chat_1086e80b,in_work,,,
25592,2025-07-20,23:44:38,WhatsApp (CRM),15222176,Contact_98b5a335,L_25a8c30d,,Chat_5f9e8da8,in_work,,,
25591,2025-07-20,23:40:40,WhatsApp (CRM),15221728,Contact_c3325aba,L_160513c3,,Chat_e5c6582e,in_work,,,
25590,2025-07-20,23:40:04,Instagram Business,15221668,Contact_3125b91b,L_178c9c1c,,Chat_03a4a19f,in_work,,,
25589,2025-07-20,23:38:45,WhatsApp (CRM),15221506,Contact_177b23d3,L_89e538e1,,Chat_f0a647de,in_work,,,
25588,2025-07-20,23:37:43,WhatsApp (CRM),15221400,Contact_3b78179f,L_99273bff,,Chat_1a5651f0,in_work,,,
25587,2025-07-20,23:35:08,WhatsApp (CRM),15221100,Contact_98b5a335,L_20af01fb,,Chat_02198771,in_work,,,
25586,2025-07-20,23:34:34,WhatsApp (CRM),15221050,Contact_1896ff35,L_b2809c74,,Chat_1f107338,in_work,,,
25585,2025-07-20,23:31:03,WhatsApp (CRM),15220684,Contact_974c4439,L_ec735c80,,Chat_c52bb1ca,in_work,,,
25584,2025-07-20,23:30:38,WhatsApp (CRM),15220640,Contact_865311c2,L_4be5b4d6,,Chat_41758d77,in_work,,,
25583,2025-07-20,23:30:33,WhatsApp (CRM),15220630,Contact_14d286df,L_26eca71d,,Chat_d03dd5f3,in_work,,,
25582,2025-07-20,23:27:26,WhatsApp (CRM),15220316,Contact_b74f1e26,L_e5bf4d23,,Chat_bf117337,in_work,,,
25581,2025-07-20,23:25:17,WhatsApp (CRM),15220110,Contact_1a71ecd4,L_81fd9831,,Chat_06258730,in_work,,,
25580,2025-07-20,23:24:39,WhatsApp (CRM),15220024,Contact_5b2fa967,L_5d4c1353,,Chat_37b2a1a9,in_work,,,
25579,2025-07-20,23:24:20,WhatsApp (CRM),15219998,Contact_3482745d,L_c4cab477,,Chat_e4122b7a,in_work,,,
25578,2025-07-20,23:23:45,WhatsApp (CRM),15219934,Contact_78901f67,L_1adae3dc,,Chat_87074366,in_work,,,
25577,2025-07-20,23:22:27,WhatsApp (CRM),15219800,Contact_7b5c8872,L_083ba42b,,Chat_2f813955,in_work,,,
25576,2025-07-20,23:17:15,WhatsApp (CRM),15219238,Contact_5bd00ce2,L_8a1ea8f0,,Chat_46fe938e,in_work,,,
25575,2025-07-20,23:15:59,WhatsApp (CRM),15219096,Contact_6dcf6938,L_1717b9ed,,Chat_f26e6b95,in_work,,,
25574,2025-07-20,23:15:54,Instagram Business,15217686,Contact_a533c678,L_e02e30fe,,Chat_8cbfa555,in_work,,,
25573,2025-07-20,23:15:10,WhatsApp (CRM),15219006,Contact_b1ea8db9,L_de74d456,,Chat_74de4438,in_work,,,
25572,2025-07-20,23:14:34,Instagram Business,15218942,Contact_7cef7662,L_1d602bcc,,Chat_f57cf74b,in_work,,,
25571,2025-07-20,23:11:47,WhatsApp (CRM),15218650,Contact_23fbb7fe,L_1fdd8b1a,,Chat_fa66c557,in_work,,,
25570,2025-07-20,23:09:59,Instagram Business,15218422,Contact_72d3a886,L_3fa5dfc9,,Chat_58b443bc,in_work,,,
25569,2025-07-20,23:09:17,WhatsApp (CRM),15218338,Contact_9860143a,L_6f11b0f4,,Chat_54b73856,in_work,,,
25568,2025-07-20,23:08:41,Instagram Business,15218276,Contact_e9fabfad,L_79da9570,,Chat_b1c69852,in_work,,,
25567,2025-07-20,23:07:23,WhatsApp (CRM),15218148,Contact_9b9135e3,L_247202f9,,Chat_85081dac,in_work,,,
25566,2025-07-20,23:05:25,WhatsApp (CRM),15217962,Contact_2d027719,L_9a1cf2e5,,Chat_7f120a6c,in_work,,,
25565,2025-07-20,23:04:41,WhatsApp (CRM),15217916,Contact_db950950,L_bb2152b3,,Chat_14d1e245,in_work,,,
25564,2025-07-20,23:02:37,Instagram Business,15217686,Contact_a533c678,L_e02e30fe,,Chat_8cbfa555,in_work,,,
25563,2025-07-20,23:01:58,WhatsApp (CRM),15217600,Contact_4ba04efc,L_15a6aff6,,Chat_074cb6a5,in_work,,,
25562,2025-07-20,23:00:55,WhatsApp (CRM),15217500,Contact_101c9a9d,L_7c999dac,,Chat_5e443cf9,in_work,,,
25561,2025-07-20,22:59:27,WhatsApp (CRM),15217326,Contact_57dad557,L_899e4800,,Chat_66dbf930,in_work,,,
25560,2025-07-20,22:58:51,WhatsApp (CRM),15217262,Contact_c9b0164f,L_ffbb915b,,Chat_5efd266f,in_work,,,
25559,2025-07-20,22:57:38,WhatsApp (CRM),15217148,Contact_350428e0,L_a947a5f9,,Chat_ec76b811,in_work,,,
25558,2025-07-20,22:56:58,WhatsApp (CRM),15217066,Contact_fe5152a3,L_6555fc1c,,Chat_22246891,in_work,,,
25557,2025-07-20,22:56:43,Instagram Business,15217040,Contact_a8383fae,L_5fe36846,,Chat_7355297b,in_work,,,
25556,2025-07-20,22:55:56,WhatsApp (CRM),15216932,Contact_e7b2043c,L_b9203965,,Chat_55e8c5e6,in_work,,,
25555,2025-07-20,22:55:14,Instagram Business,15216882,Contact_fe72b8fb,L_411ab02f,,Chat_35326cfc,in_work,,,
25554,2025-07-20,22:50:35,Instagram Business,15216354,Contact_566f0f18,L_441ec6be,,Chat_371d087e,in_work,,,
25553,2025-07-20,22:49:54,WhatsApp (CRM),15216282,Contact_d86ea1a8,L_3031ed74,,Chat_6deecf09,in_work,,,
25552,2025-07-20,22:49:38,WhatsApp (CRM),15216262,Contact_4cf59b5d,L_eda3e057,,Chat_2becac26,in_work,,,
25551,2025-07-20,22:48:24,Instagram Business,15216118,Contact_c60ac9ab,L_8950faff,,Chat_79e108b6,in_work,,,
25550,2025-07-20,22:48:17,WhatsApp (CRM),15216090,Contact_b1a92648,L_365925b7,,Chat_6ed626c9,in_work,,,
25549,2025-07-20,22:48:03,WhatsApp (CRM),15216076,Contact_497e7bcd,L_f2959d8e,,Chat_44ff9e94,in_work,,,
25548,2025-07-20,22:47:45,WhatsApp (CRM),15216050,Contact_2c5280e9,L_e9e6d0cd,,Chat_72fea7e7,in_work,,,
25547,2025-07-20,22:45:41,WhatsApp (CRM),15215796,Contact_f4fae5f9,L_f09568e4,,Chat_3eb17535,in_work,,,
25546,2025-07-20,22:44:43,WhatsApp (CRM),15215700,Contact_0fb29ad9,L_3e86454e,,Chat_7fc99d7c,in_work,,,
25545,2025-07-20,22:44:23,WhatsApp (CRM),15215642,Contact_7765227a,L_11cedbb4,,Chat_4f8e4abc,in_work,,,
25544,2025-07-20,22:43:42,WhatsApp (CRM),15215572,Contact_d242ae98,L_b2f9dd98,,Chat_00bc7bfb,in_work,,,
25543,2025-07-20,22:43:14,WhatsApp (CRM),15215520,Contact_22c138d2,L_c1b0c44d,,Chat_2626be3a,in_work,,,
25542,2025-07-20,22:42:49,WhatsApp (CRM),15215458,Contact_9d3f6358,L_3d269fcf,,Chat_b113e856,in_work,,,
25541,2025-07-20,22:42:38,WhatsApp (CRM),15215448,Contact_998d801a,L_cdebd220,,Chat_700b00a8,in_work,,,
25540,2025-07-20,22:42:32,WhatsApp (CRM),15215440,Contact_24039312,L_54abf84a,,Chat_15d54c12,in_work,,,
25539,2025-07-20,22:42:04,Instagram Business,15215390,Contact_7f37603c,L_a51e09f0,,Chat_5918d83d,in_work,,,
25538,2025-07-20,22:41:00,Instagram Business,15215260,Contact_e22c229c,L_19e59d90,,Chat_f44a771a,in_work,,,
25537,2025-07-20,22:40:59,WhatsApp (CRM),15215256,Contact_a58ecc88,L_6782f960,,Chat_1043b46e,in_work,,,
25536,2025-07-20,22:40:39,WhatsApp (CRM),15215228,Contact_4623d2f5,L_a02b5435,,Chat_37531061,in_work,,,
25535,2025-07-20,22:40:13,WhatsApp (CRM),15215168,Contact_40fd5b1d,L_6ab04a10,,Chat_6d1ef6d9,in_work,,,
25534,2025-07-20,22:37:01,WhatsApp (CRM),15214846,Contact_a2f5b74d,L_b9279469,,Chat_eb350cc1,in_work,,,
25533,2025-07-20,22:35:05,WhatsApp (CRM),15214676,Contact_b4708114,L_042a6c3b,,Chat_16033c11,in_work,,,
25532,2025-07-20,22:33:07,WhatsApp (CRM),15214462,Contact_ff96ca23,L_d05b905f,,Chat_56c28fdb,in_work,,,
25531,2025-07-20,22:33:06,WhatsApp (CRM),15214460,Contact_9d3f6358,L_e69466f0,,Chat_33daa567,in_work,,,
25530,2025-07-20,22:31:11,WhatsApp (CRM),15214232,Contact_b971b355,L_fdf3afb7,,Chat_a3364184,in_work,,,
25529,2025-07-20,22:30:26,Instagram Business,15214138,Contact_1898d0c4,L_d39c37af,,Chat_d31d48f2,in_work,,,
25528,2025-07-20,22:30:12,WhatsApp (CRM),15214124,Contact_7f934084,L_90986e19,,Chat_8767466d,in_work,,,
25527,2025-07-20,22:29:53,WhatsApp (CRM),15214090,Contact_e2bed34e,L_7ae2eaa3,,Chat_c64dfb7e,in_work,,,
25526,2025-07-20,22:29:22,Instagram Business,15214032,Contact_4e3830ce,L_f73a4307,,Chat_e7b4b216,in_work,,,
25525,2025-07-20,22:29:15,WhatsApp (CRM),15214020,Contact_81adfd6a,L_2067d9ef,,Chat_2ba28289,in_work,,,
25524,2025-07-20,22:29:14,WhatsApp (CRM),15214016,Contact_bee89d05,L_e6644ea6,,Chat_c632a4d3,in_work,,,
25523,2025-07-20,22:28:54,WhatsApp (CRM),15213980,Contact_c0ade4f7,L_26cef457,,Chat_be4309d9,in_work,,,
25522,2025-07-20,22:27:04,WhatsApp (CRM),15213798,Contact_968fbed0,L_6fba2c15,,Chat_9ddd5270,in_work,,,
25521,2025-07-20,22:26:16,WhatsApp (CRM),15213698,Contact_d242ae98,L_3f29a481,,Chat_b5dac8a7,in_work,,,
25520,2025-07-20,22:26:11,WhatsApp (CRM),15213688,Contact_6ea8c810,L_9ad754e1,,Chat_9b2aa093,in_work,,,
25519,2025-07-20,22:23:55,Instagram Business,15213434,Contact_18d0f568,L_912b03d8,,Chat_72265bd6,in_work,,,
25518,2025-07-20,22:23:16,WhatsApp (CRM),15213356,Contact_33649c37,L_bf02adfe,,Chat_c80632ee,in_work,,,
25517,2025-07-20,22:22:03,Instagram Business,15213224,Contact_ac94dc23,L_8dbabb88,,Chat_5f66e30f,in_work,,,
25516,2025-07-20,22:21:32,Instagram Business,15213166,Contact_d44c9979,L_16759b94,,Chat_a1117896,in_work,,,
25515,2025-07-20,22:19:03,WhatsApp (CRM),15212914,Contact_4677871d,L_b001029a,,Chat_7c2c1999,in_work,,,
25514,2025-07-20,22:17:35,WhatsApp (CRM),15212718,Contact_c60e1356,L_dcaebb88,,Chat_747e49bd,in_work,,,
25513,2025-07-20,22:16:48,WhatsApp (CRM),15212644,Contact_18b10f84,L_dd77bd06,,Chat_ec67c0f7,in_work,,,
25512,2025-07-20,22:16:43,WhatsApp (CRM),15212638,Contact_d873b6be,L_4437b5d6,,Chat_1f1a9102,in_work,,,
25511,2025-07-20,22:15:03,WhatsApp (CRM),15212468,Contact_496a2797,L_801202c5,,Chat_a30c1d7c,in_work,,,
25510,2025-07-20,22:11:40,WhatsApp (CRM),15212108,Contact_55c44dcc,L_ca95a464,,Chat_f4ee5d61,in_work,,,
25509,2025-07-20,22:10:19,WhatsApp (CRM),15211938,Contact_12defb78,L_9e3091fa,,Chat_5d9992a9,in_work,,,
25508,2025-07-20,22:08:13,Instagram Business,15211684,Contact_4595105d,L_a3efffb5,,Chat_81acb0d8,in_work,,,
25507,2025-07-20,22:07:59,Instagram Business,15211654,Contact_349ef12b,L_e3385067,,Chat_c39efebb,in_work,,,
25506,2025-07-20,22:07:09,WhatsApp (CRM),15211576,Contact_a90ca1eb,L_ed36b081,,Chat_85aeb018,in_work,,,
25505,2025-07-20,22:06:36,WhatsApp (CRM),15211512,Contact_4ae35314,L_095ce0b1,,Chat_553a0ae6,in_work,,,
25504,2025-07-20,22:06:13,WhatsApp (CRM),15211456,Contact_d20f070f,L_36c1286e,,Chat_c4adb756,in_work,,,
25503,2025-07-20,22:04:45,WhatsApp (CRM),15211288,Contact_ff96ca23,L_65de8746,,Chat_b37a2adf,in_work,,,
25502,2025-07-20,22:04:26,Instagram Business,15211252,Contact_a5166e2c,L_a75350b6,,Chat_66fa12e7,in_work,,,
25501,2025-07-20,22:02:17,WhatsApp (CRM),15211040,Contact_9502ab75,L_ee30835c,,Chat_d6b4db90,in_work,,,
25500,2025-07-20,22:02:15,WhatsApp (CRM),15211032,Contact_73b03c0c,L_420e7d1a,,Chat_134c9ea0,in_work,,,
25499,2025-07-20,22:01:43,WhatsApp (CRM),15210982,Contact_898a3c3d,L_c7c3f8be,,Chat_3d02c0b0,in_work,,,
25498,2025-07-20,22:00:53,WhatsApp (CRM),15210884,Contact_18499685,L_37c8272b,,Chat_9b360b0a,in_work,,,
25497,2025-07-20,21:59:51,WhatsApp (CRM),15210778,Contact_6d6d49df,L_f35f51fd,,Chat_8162983a,in_work,,,
25496,2025-07-20,21:59:01,Instagram Business,15210686,Contact_085d4ceb,L_bd366d24,,Chat_56fa7d0b,in_work,,,
25495,2025-07-20,21:58:10,WhatsApp (CRM),15210574,Contact_a61b7f61,L_d43215eb,,Chat_b6a3aeab,in_work,,,
25494,2025-07-20,21:57:59,WhatsApp (CRM),15210552,Contact_f18b873c,L_b8e4b3ca,,Chat_5861c901,in_work,,,
25493,2025-07-20,21:57:47,WhatsApp (CRM),15210532,Contact_9490c204,L_ed9a74d1,,Chat_44a9adbe,in_work,,,
25492,2025-07-20,21:57:26,WhatsApp (CRM),15210494,Contact_9ce60a6e,L_fbbbe001,,Chat_fc6100f3,in_work,,,
25491,2025-07-20,21:56:47,WhatsApp (CRM),15210398,Contact_9f331af7,L_e32829da,,Chat_5320268f,in_work,,,
